381,Бердичівський педагогічний коледж Житомирської обласної ради,,0,2135862,Комунальна,Управління освіти і науки Житомирської облдержадміністрації,Коледж,ЖИТОМИРСЬКА ОБЛАСТЬ/М.ЖИТОМИР,ЖИТОМИРСЬКА ОБЛАСТЬ/М.ЖИТОМИР, БЕРДИЧІВ, БЕРДИЧІВ, 13300: Карла Лібкнехта 53/1,(041)4320337,info@bpedk.com.ua,Лейчук Алла Олександрівна,директор,,,,
382,Бердянський машинобудівний коледж Запорізького національного технічного університету,БМК ЗНТУ,91,35421414,Державна,Міністерство освіти і науки України,Коледж,ЗАПОРІЗЬКА ОБЛАСТЬ/М.ЗАПОРІЖЖЯ,ЗАПОРІЗЬКА ОБЛАСТЬ/М.ЗАПОРІЖЖЯ, БЕРДЯНСЬК, БЕРДЯНСЬК, 71118: Ля-Сейнська 59,617642506,7642141,bmk@berdyansk.net,Кондрашова Світлана Георгіївна, директор,,,
383,Березнівський лісотехнічний коледж Національного університету водного господарства та природокористування,БЛТК,9,38892679,Державна,Міністерство освіти і науки України,Коледж,РІВНЕНСЬКА ОБЛАСТЬ/М.РІВНЕ,РІВНЕНСЬКА ОБЛАСТЬ/М.РІВНЕ, БЕРЕЗНІВСЬКИЙ РАЙОН/М.БЕРЕЗНЕ, БЕРЕЗНЕ, 34600: В.Чорновола 23,03653 5 60 82,forestry_college@ukr.net,Гончар Микола Володимирович,директор,,,,
384,Березоворудський технікум Полтавської державної аграрної академії,Березоворудський технікум ПДАА,27,34874504,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ПОЛТАВСЬКА ОБЛАСТЬ/М.ПОЛТАВА,ПОЛТАВСЬКА ОБЛАСТЬ/М.ПОЛТАВА, ПИРЯТИНСЬКИЙ РАЙОН/М.ПИРЯТИН, БЕРЕЗОВА РУДКА, 37040: Паркова 1,05358-66110,bt-pdaa@ukr.net,Краснюк Василь Миколайович,директор,,,,
385,Білгород-Дністровський державний аграрний технікум,БДДАТ,0,728546,Державна,Міністерство освіти і науки України,Технікум (училище),ОДЕСЬКА ОБЛАСТЬ/М.ОДЕСА,ОДЕСЬКА ОБЛАСТЬ/М.ОДЕСА, БІЛГОРОД-ДНІСТРОВСЬКИЙ, БІЛГОРОД-ДНІСТРОВСЬКИЙ, 67700: Першотравнева 53,(048) 492 24 02,bddat@ukr.net,Попа Леонід Минович,директор,,,,
387,Білоцерківський коледж сервісу та дизайну,БКСД,0,5536707,Державна,Міністерство освіти і науки України,Коледж,КИЇВСЬКА ОБЛАСТЬ/М.КИЇВ,КИЇВСЬКА ОБЛАСТЬ/М.КИЇВ, БІЛА ЦЕРКВА, БІЛА ЦЕРКВА, 09100: Шевченка 91,+38(045)635-12-56,reception_bksd@ukr.net,Степура Алла Олегівна,директор,,,,
388,Бобринецький технікум ім. В. Порика Білоцерківського національного аграрного університету,,362,36822526,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,КІРОВОГРАДСЬКА ОБЛАСТЬ/М.КІРОВОГРАД,КІРОВОГРАДСЬКА ОБЛАСТЬ/М.КІРОВОГРАД, БОБРИНЕЦЬКИЙ РАЙОН/М.БОБРИНЕЦЬ, БОБРИНЕЦЬ, 27200: В.Порика 4,525734682,bsgt_@ukr.net,Чорний Олег Вікторович,директор,,,,
389,"Комунальний вищий навчальний заклад Київської обласної  ради ""Богуславський гуманітарний коледж імені І.С. Нечуя-Левицького""","КВНЗ КОР ""БГК ім.І.С.Нечуя-Левицького""",0,2139630,Комунальна,Департамент освіти і науки Київської обласної державної адміністрації,Коледж,КИЇВСЬКА ОБЛАСТЬ/М.КИЇВ,КИЇВСЬКА ОБЛАСТЬ/М.КИЇВ, БОГУСЛАВСЬКИЙ РАЙОН/М.БОГУСЛАВ, БОГУСЛАВ, 09700: Інтернаціональна 17,(04561) 428-86,B_collage@ukr.net,Лисак Станіслав Володимирович,директор,,,,
390,Борзнянський державний сільськогосподарський технікум,БДСГТ,0,729178,Державна,Міністерство освіти і науки України,Технікум (училище),ЧЕРНІГІВСЬКА ОБЛАСТЬ/М.ЧЕРНІГІВ,ЧЕРНІГІВСЬКА ОБЛАСТЬ/М.ЧЕРНІГІВ, БОРЗНЯНСЬКИЙ РАЙОН/М.БОРЗНА, БОРЗНА, 16400: Олекси Десняка 23,21106,koba_22@ukr.net,Бойко Григорій Іванович,директор,,,,
391,Борщівський агротехнічний коледж,БАТК,0,728799,Державна,Міністерство освіти і науки України,Коледж,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ/М.ТЕРНОПІЛЬ,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ/М.ТЕРНОПІЛЬ, БОРЩІВСЬКИЙ РАЙОН/М.БОРЩІВ, БОРЩІВ, 48702: Грушевського 15,03541 21513,22597,agrotehkol@gmail.com,Козій Ярослав Васильович,директор,,,
392,"Комунальний вищий навчальний заклад Київської обласної ради ""Броварське вище училище фізичної культури""",БВУФК,0,22208066,Комунальна,Управління (головне управління) освіти і науки державної обласної адміністрації,Технікум (училище),КИЇВСЬКА ОБЛАСТЬ/М.КИЇВ,КИЇВСЬКА ОБЛАСТЬ/М.КИЇВ, БРОВАРИ, БРОВАРИ, 07400: Шевченка 21,0-45-94-569-08,bvufk-p@ukr.net,Чигирин Олександр Григорович,директор,,,,
393,Будівельний коледж Житомирського національного агроекологічного університету,БК ЖНАЕУ,229,1355656,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ЖИТОМИРСЬКА ОБЛАСТЬ/М.ЖИТОМИР,ЖИТОМИРСЬКА ОБЛАСТЬ/М.ЖИТОМИР, ЖИТОМИР, ЖИТОМИР, 10029: Степана Бандери 6,0412-225202,bkzt@ukr.net,Ксюковський Владислав Людвигович,директор,,,,
394,Бурштинський енергетичний коледж Івано-Франківського національного технічного університету нафти і газу,БЕК ІФНТУНГ,165,33859679,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ/М.ІВАНО-ФРАНКІВСЬК,ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ/М.ІВАНО-ФРАНКІВСЬК, ІВАНО-ФРАНКІВСЬК, ІВАНО-ФРАНКІВСЬК, 76018: Карпатська 15,(03438) 46301,technikumbek@gmail.com,Джура Олександр Дмитрович,директор,,,,
395,Великоанадольський лісовий коледж,ВАЛК,0,993923,Державна,Міністерство освіти і науки України,Коледж,ДОНЕЦЬКА ОБЛАСТЬ/М.ДОНЕЦЬК,ДОНЕЦЬКА ОБЛАСТЬ/М.ДОНЕЦЬК, ВОЛНОВАСЬКИЙ РАЙОН/М.ВОЛНОВАХА, КОМСОМОЛЬСЬКИЙ, 85727: Алімова 5,062 4453611,4424494,valk1843@ukr.net,Пятигорець Наталія Степанівна,директор,,,
396,Верхньодніпровський коледж Дніпропетровського державного аграрно-економічного університету,ДДАЕУ,80,26371969,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК, ВЕРХНЬОДНІПРОВСЬКИЙ РАЙОН/М.ВЕРХНЬОДНІПРОВСЬК, ВЕРХНЬОДНІПРОВСЬК, 51600: Дедишка 1,(05658) 6-00-15,info@vkddaeu.dp.ua,Зелений Володимир Миколайович,директор,,,,
397,Вижницький коледж прикладного мистецтва ім. В.Ю.Шкрібляка,ВКПМ,0,2973111,Державна,Міністерство освіти і науки України,Коледж,ЧЕРНІВЕЦЬКА ОБЛАСТЬ/М.ЧЕРНІВЦІ,ЧЕРНІВЕЦЬКА ОБЛАСТЬ/М.ЧЕРНІВЦІ, ВИЖНИЦЬКИЙ РАЙОН/М.ВИЖНИЦЯ, ВИЖНИЦЯ, 59200: Д.Загула 13,(03730)2-11-78,21309,,coledj@cv.ukrtel.net,Гаврилюк Роман Миколайович,директор,,
398,Вишнянський коледж Львівського національного аграрного університету,ВКЛНАУ,162,34387399,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ЛЬВІВСЬКА ОБЛАСТЬ/М.ЛЬВІВ,ЛЬВІВСЬКА ОБЛАСТЬ/М.ЛЬВІВ, ГОРОДОЦЬКИЙ РАЙОН/М.ГОРОДОК, ВИШНЯ, 81540:  ,(03236) 45167; 25145; 25124,vyshnya@i.ua,Вантух Андрій Євгенович,директор,,,,
399,"Вищий комунальний навчальний заклад ""Володимир-Волинський педагогічний коледж ім. А.Ю.Кримського""",ВВПК,0,2125941,Комунальна,Управління освіти, науки та молоді Волинської обласної державної адміністрації,Коледж,ВОЛИНСЬКА ОБЛАСТЬ/М.ЛУЦЬК,ВОЛИНСЬКА ОБЛАСТЬ/М.ЛУЦЬК, ВОЛОДИМИР-ВОЛИНСЬКИЙ, ВОЛОДИМИР-ВОЛИНСЬКИЙ, 44700: Устилузька 42,334222606,info@vvpu.evolyn.com,Савельєв Микола Григорович,директор,,,
400,"Вищий комунальний навчальний заклад ""Дубенський медичний коледж"" Рівненської обласної ради",ДМК,0,5506997,Комунальна,Обласна державна адміністрація,Коледж,РІВНЕНСЬКА ОБЛАСТЬ/М.РІВНЕ,РІВНЕНСЬКА ОБЛАСТЬ/М.РІВНЕ, ДУБНО, ДУБНО, 35600: К. Острозького 25,365632382,dubnomed@ukr.net,Венгрин Надія Олексіївна,директор,,,,
401,"Вищий комунальний навчальний заклад ""Коростишівський педагогічний коледж імені І.Я.Франка"" Житомирської обласної ради",Педагогічний коледж,0,2135879,Комунальна,Обласна рада,Коледж,ЖИТОМИРСЬКА ОБЛАСТЬ/М.ЖИТОМИР,ЖИТОМИРСЬКА ОБЛАСТЬ/М.ЖИТОМИР, КОРОСТИШІВСЬКИЙ РАЙОН/М.КОРОСТИШІВ, КОРОСТИШІВ, 12500: Леніна 29,413054330,korpk.org@gmail.com.,Мороз Василь Миколайович,директор,,,,
402,"Вищий навчальний заклад ""Міжнародний гуманітарно-педагогічний інститут ""Бейт-Хана""","ВНЗ МГПІ ""Бейт-Хана""",0,23371466,Приватна,Без підпорядкування,Інститут,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК, ДНІПРОПЕТРОВСЬК, АМУР-НИЖНЬОДНІПРОВСЬКИЙ, 49080: Донецьке Шосе 11,(0562) 32 55 75, 32 55 73ф,office@bethana.org.ua,Мухіна Марина Віталіївна,в.о. ректора,,,
403,Вищий навчальний комунальний заклад «Білгород-Дністровське педагогічне училище» Одеської області,ВНКЗ Білгород-Дністровське педагогічне училище,0,35657567,Комунальна,Департамент освіти і науки Одеської обласної державної адміністрації,Технікум (училище),ОДЕСЬКА ОБЛАСТЬ/М.ОДЕСА,ОДЕСЬКА ОБЛАСТЬ/М.ОДЕСА, БІЛГОРОД-ДНІСТРОВСЬКИЙ, БІЛГОРОД-ДНІСТРОВСЬКИЙ, 67700: Пушкіна 17,+38(048)492-22-02, +38(048)493-33-61,bd_uch@ukr.net,Герасименко Володимир Михайлович,директор,,,
404,Галицький коледж імені В'ячеслава Чорновола,Галицький коледж,0,14039833,Комунальна,Міська рада,Коледж,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ/М.ТЕРНОПІЛЬ,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ/М.ТЕРНОПІЛЬ, ТЕРНОПІЛЬ, ТЕРНОПІЛЬ, 46001: Хмельницького 15,(035)225-76-49,info@gi.edu.ua,Бабюк Марія Петрівна,директор,,,,
406,"Відокремлений підрозділ Національного університету біоресурсів і природокористування України ""Бобровицький коледж економіки та менеджменту ім. О.Майнової""",БКЕтаМ,7,33935089,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ЧЕРНІГІВСЬКА ОБЛАСТЬ/М.ЧЕРНІГІВ,ЧЕРНІГІВСЬКА ОБЛАСТЬ/М.ЧЕРНІГІВ, БОБРОВИЦЬКИЙ РАЙОН/М.БОБРОВИЦЯ, БОБРОВИЦЯ, 17400: Чернігівська 19,(04632) 253 02,bkeim@ukr.net,Гордієнко Ольга Василівна,директор,,,,
407,"Відокремлений структурний  підрозділ ""Василівський коледж Таврійського державного агротехнологічного університету""",ВК ТДАТУ,148,34524531,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ЗАПОРІЗЬКА ОБЛАСТЬ/М.ЗАПОРІЖЖЯ,ЗАПОРІЗЬКА ОБЛАСТЬ/М.ЗАПОРІЖЖЯ, ВАСИЛІВСЬКИЙ РАЙОН/М.ВАСИЛІВКА, ВАСИЛІВКА, 71600: 40-років Перемоги 15,(06175) 752 50,i@vctdatu.zp.ua,Коноваленко Ольга Анатолїівна,директор,,,,
408,"Відокремлений структурний підрозділ ""Бердянський коледж Таврійського державного агротехнологічного університету""",ВСП БКТДАТУ,148,33351403,Державна,Міністерство освіти і науки України,Коледж,ЗАПОРІЗЬКА ОБЛАСТЬ/М.ЗАПОРІЖЖЯ,ЗАПОРІЗЬКА ОБЛАСТЬ/М.ЗАПОРІЖЖЯ, БЕРДЯНСЬК, БЕРДЯНСЬК, 71108: Пролетарський 9,(061)532 36 00,bktdatu@gmail.com,Шишкіна Галина Валентинівна,директор,,,,
409,Відокремлений структурний підрозділ Городищенський коледж Уманського національного університету садівництва,ВСП Городищенський коледж УНУС,268,729043,Державна,Міністерство освіти і науки України,Коледж,ЧЕРКАСЬКА ОБЛАСТЬ/М.ЧЕРКАСИ,ЧЕРКАСЬКА ОБЛАСТЬ/М.ЧЕРКАСИ, УМАНЬ, УМАНЬ, 20305: Інститутська 1,(04734) 2-16-07,gor_koledj@rambler.ru,Хоменко Іван Іванович,директор,,,,
410,"Відокремлений структурний підрозділ Золочівський коледж Національного університету ""Львівська політехніка""","Золочівський коледж НУ ""Львівська політехніка""",97,37278385,Державна,Міністерство освіти і науки України,Коледж,ЛЬВІВСЬКА ОБЛАСТЬ/М.ЛЬВІВ,ЛЬВІВСЬКА ОБЛАСТЬ/М.ЛЬВІВ, ЗОЛОЧІВСЬКИЙ РАЙОН/М.ЗОЛОЧІВ, ЗОЛОЧІВ, 80700: І. Труша 4,(03265) 4-51-94,zolkol@ukr.net,Жулин Ярослав Євгенович,директор,,,,
411,Відокремлений структурний підрозділ Шевченківський коледж Уманського національного університету садівництва,ВСП ШК УНУС,268,729116,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ЧЕРКАСЬКА ОБЛАСТЬ/М.ЧЕРКАСИ,ЧЕРКАСЬКА ОБЛАСТЬ/М.ЧЕРКАСИ, ЗВЕНИГОРОДСЬКИЙ РАЙОН/М.ЗВЕНИГОРОДКА, ШЕВЧЕНКОВЕ, 20214: Шевченка 74,(04740) 953 34, 201 78,239780@ukr.net,Потабенко Олександр Анастасійович,директор,,,
412,"Комунальний вищий навчальний заклад ""Вінницьке училище культури і мистецтв ім. М.Д. Леонтовича""","КВНЗ ""Училище ім. Леонтовича""",0,2214415,Комунальна,Міністерство культури України,Технікум (училище),ВІННИЦЬКА ОБЛАСТЬ/М.ВІННИЦЯ,ВІННИЦЬКА ОБЛАСТЬ/М.ВІННИЦЯ, ВІННИЦЯ, ВІННИЦЯ, 21050: Чкалова 40,(043)235-70-02,vinmuzgor2@ukr.net,Москаленко Алла Володимирівна,в.о. директора,,,,
413,"""Вінницький коледж будівництва і архітектури Київського національного університету  будівництва і архітектури""",Вінницький коледж будівництва і архітектури КНУБА,127,38814461,Державна,Міністерство освіти і науки України,Коледж,ВІННИЦЬКА ОБЛАСТЬ/М.ВІННИЦЯ,ВІННИЦЬКА ОБЛАСТЬ/М.ВІННИЦЯ, ВІННИЦЯ, ВІННИЦЯ, 21100: Коцюбинського 53,(0432) 657910,vinbudtex@vn.ua,Бондарчук Наталя Валеріївна,директор,,,,
414,Вінницький коледж Національного університету харчових технологій,ВК НУХТ,47,35725833,Державна,Міністерство освіти і науки України,Коледж,ВІННИЦЬКА ОБЛАСТЬ/М.ВІННИЦЯ,ВІННИЦЬКА ОБЛАСТЬ/М.ВІННИЦЯ, ВІННИЦЯ, ВІННИЦЯ, 21100: Привокзальна  38,(0432)27-37-76,vcnuft@ukr.net,Керницький Володимир Антонович,директор,,,,
415,Вінницький медичний коледж ім. акад. Д.К. Заболотного,ВМК,0,5484528,Комунальна,Обласна рада,Коледж,ВІННИЦЬКА ОБЛАСТЬ/М.ВІННИЦЯ,ВІННИЦЬКА ОБЛАСТЬ/М.ВІННИЦЯ, ВІННИЦЯ, ЛЕНІНСЬКИЙ, 21037: Пирогова 57, корпус 1,(043)253-31-45,vinmedcollege@i.ua,Андрієвський Іван Юрійович,директор,,,
416,Вінницький обласний комунальний гуманітарно-педагогічний коледж,ВГПК,0,5486450,Комунальна,Департамент освіти і науки Вінницької обласної державної адміністрації,Коледж,ВІННИЦЬКА ОБЛАСТЬ/М.ВІННИЦЯ,ВІННИЦЬКА ОБЛАСТЬ/М.ВІННИЦЯ, ВІННИЦЯ, СТАРОМІСЬКИЙ, 21019: Нагірна 13,(0432)57-50-42,vgpk@ua.fm,Войцехівський Костянтин Францович,директор,,,,
417,Вінницький транспортний коледж,BTK,0,1118413,Державна,Міністерство освіти і науки України,Коледж,ВІННИЦЬКА ОБЛАСТЬ/М.ВІННИЦЯ,ВІННИЦЬКА ОБЛАСТЬ/М.ВІННИЦЯ, ВІННИЦЯ, ЗАМОСТЯНСЬКИЙ, 21001: Некрасова  28,(0432) 26 32 05,vintk@ukr.net,Фаліштинський Михайло Вікторович,директор,,,,
418,"Вищий навчальний заклад ""Київський медичний коледж ім. П.І. Гаврося""",ВНЗ КМК ім. П.І.Гаврося,0,2010764,Комунальна,Департамент охорони здоров`я обласної державної адміністрації,Коледж,М.КИЇВ,М.КИЇВ, СОЛОМ'ЯНСЬКИЙ, СОЛОМ'ЯНСЬКИЙ, 03126: Академіка Білецького 16,444971171,444971181,kmkgavr@health.com.ua,Підмогильна Лідія Григорівна,директор,,,
419,Вовчанський технікум Харківського національного технічного університету сільського господарства імені Петра Василенка,Вовчанський технікум ХНТУСГ,122,728948,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ХАРКІВСЬКА ОБЛАСТЬ/М.ХАРКІВ,ХАРКІВСЬКА ОБЛАСТЬ/М.ХАРКІВ, ВОВЧАНСЬКИЙ РАЙОН/М.ВОВЧАНСЬК, ВОВЧАНСЬК, 62500: Леніна 93 А,(057)4146274,,vtech1@ukrpost.net,Гречкін Юрій Володимирович,директор,,,
420,Вознесенський коледж Миколаївського національного аграрного університету,ВКМНАУ,59,26446489,Державна,Міністерство освіти і науки України,Коледж,МИКОЛАЇВСЬКА ОБЛАСТЬ/М.МИКОЛАЇВ,МИКОЛАЇВСЬКА ОБЛАСТЬ/М.МИКОЛАЇВ, ВОЗНЕСЕНСЬК, ВОЗНЕСЕНСЬК, 56500: Леніна 100,0513440165; 32997,director-vk@mnau.edu.ua,Цимбалюк Лариса Михайлівна,в.о. директора,,,,
421,Волинський коледж Національного університету харчових технологій,ВоК НУХТ,47,34804384,Державна,Міністерство освіти і науки України,Коледж,ВОЛИНСЬКА ОБЛАСТЬ/М.ЛУЦЬК,ВОЛИНСЬКА ОБЛАСТЬ/М.ЛУЦЬК, ЛУЦЬК, ЛУЦЬК, 26016: Кафедральна  6,(0332) 721217,vocnuft@gmail.com,Корчук Ігор Васильович,директор,,,,
422,Володимир-Волинський агротехнічний коледж,ВВАК,0,727771,Державна,Міністерство освіти і науки України,Коледж,ВОЛИНСЬКА ОБЛАСТЬ/М.ЛУЦЬК,ВОЛИНСЬКА ОБЛАСТЬ/М.ЛУЦЬК, ВОЛОДИМИР-ВОЛИНСЬКИЙ, ВОЛОДИМИР-ВОЛИНСЬКИЙ, 44700: Генерала Шухевича 27,(03342)23472,,tehnikum@vv.lt.ukrtel.net,Коновалюк Олександр Васильович,директор,,,
423,"Відокремлений підрозділ ""Брянківський коледж Луганського національного університету імені Тараса Шевченка""","ВП ""БК ЛНУ імені Тараса Шевченка""",81,3062912,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ЛУГАНСЬКА ОБЛАСТЬ/М.ЛУГАНСЬК,ЛУГАНСЬКА ОБЛАСТЬ/М.ЛУГАНСЬК, ЛИСИЧАНСЬК, ЛИСИЧАНСЬК, 93108: Героїв Сталінграду 21,(06443) 5 15 45,bk_lny1968@ukr.net,Сапіжак Михайло Степанович,директор,,,,
424,"Відокремлений підрозділ ""Горлівський технікум харчової промисловості Луганського національного аграрного університету""",ВП ГТХП ЛНАУ,69,1565951,Державна,Міністерство аграрної політики та продовольства України,Відокремлений підрозділ,ДОНЕЦЬКА ОБЛАСТЬ/М.ДОНЕЦЬК,ЛУГАНСЬКА ОБЛАСТЬ/М.ЛУГАНСЬК, ЛУГАНСЬК, ЛУГАНСЬК, 91008: Городок ЛНАУ  1,06242 7 39 59,vpgthplnau@ukr.net,Ляпіна Тетяна Сергіївна,директор,,,,
425,"Відокремлений підрозділ ""Донецький технікум Луганського національного аграрного університету""",ВП ДТ ЛНАУ,69,696556,Державна,Міністерство освіти і науки України,Технікум (училище),ДОНЕЦЬКА ОБЛАСТЬ/М.ДОНЕЦЬК,ДОНЕЦЬКА ОБЛАСТЬ/М.ДОНЕЦЬК, МАР'ЇНСЬКИЙ РАЙОН/М.МАР'ЇНКА, КРАСНОГОРІВКА, 85633: Нахімова 2а,627822500,vpdonteh@yandex.ru,Рибак Анатолій Миколайович,директор,,,,
426,Відокремлений підрозділ Національного університету біоресурсів і природокористування України «Кримський агропромисловий коледж»,ВП НУБиПУ КАПК,7,33294728,Державна,Міністерство освіти і науки України,Коледж,АВТОНОМНА РЕСПУБЛІКА КРИМ/М.СІМФЕРОПОЛЬ,АВТОНОМНА РЕСПУБЛІКА КРИМ/М.СІМФЕРОПОЛЬ, СІМФЕРОПОЛЬСЬКИЙ РАЙОН/М.СІМФЕРОПОЛЬ, МАЛЕНЬКЕ, 97517: - ,(0652)310672,aic-crimea@mail.ru,Соченко Віктор Миколайович,директор,,,,
427,"Відокремлений підрозділ Національного університету біоресурсів і природокористування України ""Кримський технікум гідромеліорації та механізації сільського господарства""",ВП НУБіП України КТГМСГ,7,33294953,Державна,Міністерство освіти і науки України,Технікум (училище),АВТОНОМНА РЕСПУБЛІКА КРИМ/М.СІМФЕРОПОЛЬ,АВТОНОМНА РЕСПУБЛІКА КРИМ/М.СІМФЕРОПОЛЬ, СОВЄТСЬКИЙ РАЙОН/СМТ СОВЄТСЬКИЙ, СОВЄТСЬКИЙ, 97200:  З. Космодем’янської 1,(06551) 9-13-85,sovteh@yandex.ru,Рогозенко Володимир Володимирович,директор,,,,
428,"Відокремлений структурний підрозділ - Коломийський політехнічний коледж Національного університету ""Львівська політехніка""","Коломийський ПК НУ ""Львівська політехніка""",97,20544802,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ/М.ІВАНО-ФРАНКІВСЬК,ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ/М.ІВАНО-ФРАНКІВСЬК, КОЛОМИЯ, КОЛОМИЯ, 78200: Чехова 20,(03433)2-79-85,polynet@yes.net.ua,Білейчук Василь Степанович,в.о.директора,,,,
430,"""Гадяцьке училище культури ім. І.П. Котляревського""",,0,2214283,Комунальна,Управління (головне управління) культури обласної державної адміністрації,Технікум (училище),ПОЛТАВСЬКА ОБЛАСТЬ/М.ПОЛТАВА,"ПОЛТАВСЬКА ОБЛАСТЬ/М.ПОЛТАВА, ГАДЯЦЬКИЙ РАЙОН/М.ГАДЯЧ, ГАДЯЧ, 37300: Соборна 9 ""А""",(053) 542-34-77,gadyachkultura@gmail.com,Насменчук Анатолій Миколайович,директор,,,,,,,
431,"Державний вищий навчальний заклад ""Гайворонський політехнічний коледж""","ДВНЗ ""ГПК""",0,5402751,Державна,Міністерство освіти і науки України,Коледж,КІРОВОГРАДСЬКА ОБЛАСТЬ/М.КІРОВОГРАД,КІРОВОГРАДСЬКА ОБЛАСТЬ/М.КІРОВОГРАД, ГАЙВОРОНСЬКИЙ РАЙОН/М.ГАЙВОРОН, ГАЙВОРОН, 26300: К.Маркса 94,05254-21240; 21330; 21240,dvnzgpk@ukr.net,Сінета Тетяна Володимирівна, директор,,,,
432,Гайсинський медичний коледж,ГМК,0,2011019,Комунальна,Обласна рада,Коледж,ВІННИЦЬКА ОБЛАСТЬ/М.ВІННИЦЯ,ВІННИЦЬКА ОБЛАСТЬ/М.ВІННИЦЯ, ГАЙСИНСЬКИЙ РАЙОН/М.ГАЙСИН, ГАЙСИН, 23700: Богдана Хмельницького 46,(043)342-15-43, (043)342-11-94, (043)342-11-89,haisinmedcoll@i.ua,Саблук Анатолій Григорович,директор,,
433,Гірничий коледж Державного вищого навчального закладу «Криворізький національний університет»,ГТ ДВНЗ КНУ,919,37861922,Державна,Міністерство освіти і науки України,Коледж,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК, КРИВИЙ РІГ, ЖОВТНЕВИЙ, 50029: Невська 3,(0564) 53 12 90,kgt@pretcher.dp.ua,Посохов Олександр Ізотович,директор,,,,
434,Глухівське медичне училище-комунальний заклад Сумської обласної ради,Глухівське медичне училище,0,2011568,Комунальна,Обласна рада,Технікум (училище),СУМСЬКА ОБЛАСТЬ/М.СУМИ,СУМСЬКА ОБЛАСТЬ/М.СУМИ, ГЛУХІВ, ГЛУХІВ, 41400: Вознесенська 1,(05444)23256,544432497,glmed@ukrpost.ua,Коняєва Ганна Іванівна,директор,,,
435,"Горлівський автотранспортний технікум Державного вищого навчального закладу ""Донецький національний технічний університет""","ГАТТ ДВНЗ ""ДонНТУ""",202,2128342,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ДОНЕЦЬКА ОБЛАСТЬ/М.ДОНЕЦЬК,ДОНЕЦЬКА ОБЛАСТЬ/М.ДОНЕЦЬК, ДОНЕЦЬК, ДОНЕЦЬК, 83001: Артема 58,(06242)44200,gtdntu@mail.ru,Скиба Анатолій Якович,директор,,,,
436,"Державний вищий навчальний заклад ""Горлівський коледж міського господарства""",,0,3363080,Державна,Міністерство освіти і науки України,Коледж,ДОНЕЦЬКА ОБЛАСТЬ/М.ДОНЕЦЬК,ДОНЕЦЬКА ОБЛАСТЬ/М.ДОНЕЦЬК, ГОРЛІВКА, ГОРЛІВКА, 84627: Кірова 12А,(0624) 55 25 29, 55 38 71,Donbass–gkmg@yandex.ua,Савостіна Ольга Михайлівна,директор,,,
437,Горлівський машинобудівний коледж,ГМК,0,4608780,Державна,Міністерство освіти і науки України,Коледж,ДОНЕЦЬКА ОБЛАСТЬ/М.ДОНЕЦЬК,ДОНЕЦЬКА ОБЛАСТЬ/М.ДОНЕЦЬК, ГОРЛІВКА, ГОРЛІВКА, 84603: Франка 1,06242-4-24-69,gmkol@mail.ru,Кравченко Едуард Леонідович,директор,,,,
439,Горохівський коледж Львівського національного аграрного університету,ГКЛНАУ,162,34387404,Державна,Міністерство освіти і науки України,Коледж,ВОЛИНСЬКА ОБЛАСТЬ/М.ЛУЦЬК,ВОЛИНСЬКА ОБЛАСТЬ/М.ЛУЦЬК, ГОРОХІВСЬКИЙ РАЙОН/М.ГОРОХІВ, ГОРОХІВ, 45700: Богдана Хмельницького 16,03379-21639,gdst@ukr/net,Жельчик Олег Миколайович,в.о. директора,,,,
